Run	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	Bytes	cell_line	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	GEO_Accession (exp)	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	create_date	version	Sample Name	source_name	SRA Study	day_of_differentiation
SRR11863803	RNA-Seq	75	289199100	PRJNA635600	SAMN15044632	104433317	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8415324	GSM4572897	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:44:00Z	1	GSM4572897	Single HEK293T cell	SRP265084	
SRR11863804	RNA-Seq	75	81115500	PRJNA635600	SAMN15044631	28622548	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8415325	GSM4572898	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:43:00Z	1	GSM4572898	Single HEK293T cell	SRP265084	
SRR11863805	RNA-Seq	75	269165325	PRJNA635600	SAMN15044630	95879090	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8415326	GSM4572899	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:44:00Z	1	GSM4572899	Single HEK293T cell	SRP265084	
SRR11863806	RNA-Seq	75	315777975	PRJNA635600	SAMN15044629	115723175	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8415327	GSM4572900	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:44:00Z	1	GSM4572900	Single HEK293T cell	SRP265084	
SRR11863807	RNA-Seq	75	351604800	PRJNA635600	SAMN15044675	126873607	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8415328	GSM4572901	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:44:00Z	1	GSM4572901	Single HEK293T cell	SRP265084	
SRR11863808	RNA-Seq	75	146692500	PRJNA635600	SAMN15044674	52507576	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8416081	GSM4572902	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:43:00Z	1	GSM4572902	Single HEK293T cell	SRP265084	
SRR11863809	RNA-Seq	75	333027225	PRJNA635600	SAMN15044673	121913629	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8416082	GSM4572903	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:44:00Z	1	GSM4572903	Single HEK293T cell	SRP265084	
SRR11863810	RNA-Seq	75	329326350	PRJNA635600	SAMN15044628	113156474	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8416083	GSM4572904	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:44:00Z	1	GSM4572904	Single HEK293T cell	SRP265084	
SRR11863811	RNA-Seq	75	367050300	PRJNA635600	SAMN15044627	129705628	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8416084	GSM4572905	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:44:00Z	1	GSM4572905	Single HEK293T cell	SRP265084	
SRR11863812	RNA-Seq	75	519745125	PRJNA635600	SAMN15044676	172013887	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8416085	GSM4572906	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:44:00Z	1	GSM4572906	Single HEK293T cell	SRP265084	
SRR11863813	RNA-Seq	75	354145200	PRJNA635600	SAMN15044672	130770328	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8416086	GSM4572907	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:44:00Z	1	GSM4572907	Single HEK293T cell	SRP265084	
SRR11863814	RNA-Seq	75	239805300	PRJNA635600	SAMN15044671	82823626	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8416087	GSM4572908	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:44:00Z	1	GSM4572908	Single HEK293T cell	SRP265084	
SRR11863815	RNA-Seq	75	192199875	PRJNA635600	SAMN15044670	67865209	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8416088	GSM4572909	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:44:00Z	1	GSM4572909	Single HEK293T cell	SRP265084	
SRR11863816	RNA-Seq	75	265068000	PRJNA635600	SAMN15044669	98217827	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8416089	GSM4572910	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:44:00Z	1	GSM4572910	Single HEK293T cell	SRP265084	
SRR11863817	RNA-Seq	75	217298850	PRJNA635600	SAMN15044668	74966913	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8416090	GSM4572911	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:44:00Z	1	GSM4572911	Single HEK293T cell	SRP265084	
SRR11863818	RNA-Seq	75	275048025	PRJNA635600	SAMN15044667	99227423	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8416091	GSM4572912	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:44:00Z	1	GSM4572912	Single HEK293T cell	SRP265084	
SRR11863819	RNA-Seq	75	180398475	PRJNA635600	SAMN15044666	67486338	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8416092	GSM4572913	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:44:00Z	1	GSM4572913	Single HEK293T cell	SRP265084	
SRR11863820	RNA-Seq	75	481804050	PRJNA635600	SAMN15044665	172380327	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8416093	GSM4572914	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:44:00Z	1	GSM4572914	Single HEK293T cell	SRP265084	
SRR11863821	RNA-Seq	75	238302450	PRJNA635600	SAMN15044664	85639186	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8416094	GSM4572915	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:44:00Z	1	GSM4572915	Single HEK293T cell	SRP265084	
SRR11863822	RNA-Seq	75	396737700	PRJNA635600	SAMN15044663	143362583	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8416095	GSM4572916	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:44:00Z	1	GSM4572916	Single HEK293T cell	SRP265084	
SRR11863823	RNA-Seq	75	245694900	PRJNA635600	SAMN15044662	88110663	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8416096	GSM4572917	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:44:00Z	1	GSM4572917	Single HEK293T cell	SRP265084	
SRR11863824	RNA-Seq	75	122477100	PRJNA635600	SAMN15044661	44195006	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8413834	GSM4572918	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:43:00Z	1	GSM4572918	Single HEK293T cell	SRP265084	
SRR11863825	RNA-Seq	75	14449875	PRJNA635600	SAMN15044660	5041046	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8413835	GSM4572919	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:43:00Z	1	GSM4572919	Single HEK293T cell	SRP265084	
SRR11863826	RNA-Seq	75	203282925	PRJNA635600	SAMN15044659	73933200	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8413836	GSM4572920	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:44:00Z	1	GSM4572920	Single HEK293T cell	SRP265084	
SRR11863827	RNA-Seq	75	129946650	PRJNA635600	SAMN15044593	44965873	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8413837	GSM4572921	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:43:00Z	1	GSM4572921	Single HEK293T cell	SRP265084	
SRR11863828	RNA-Seq	75	109783200	PRJNA635600	SAMN15044592	38028092	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8413838	GSM4572922	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:43:00Z	1	GSM4572922	Single HEK293T cell	SRP265084	
SRR11863829	RNA-Seq	75	314222025	PRJNA635600	SAMN15044591	113674115	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8413839	GSM4572923	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:44:00Z	1	GSM4572923	Single HEK293T cell	SRP265084	
SRR11863830	RNA-Seq	75	99279375	PRJNA635600	SAMN15044590	34481110	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8413840	GSM4572924	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:43:00Z	1	GSM4572924	Single HEK293T cell	SRP265084	
SRR11863831	RNA-Seq	75	135188175	PRJNA635600	SAMN15044589	46850381	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8413842	GSM4572925	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:43:00Z	1	GSM4572925	Single HEK293T cell	SRP265084	
SRR11863832	RNA-Seq	75	125156175	PRJNA635600	SAMN15044588	42605949	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8413843	GSM4572926	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:43:00Z	1	GSM4572926	Single HEK293T cell	SRP265084	
SRR11863833	RNA-Seq	75	95605350	PRJNA635600	SAMN15044587	34710962	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8413844	GSM4572927	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:43:00Z	1	GSM4572927	Single HEK293T cell	SRP265084	
SRR11863834	RNA-Seq	75	376279575	PRJNA635600	SAMN15044586	135818386	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8413845	GSM4572928	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:44:00Z	1	GSM4572928	Single HEK293T cell	SRP265084	
SRR11863835	RNA-Seq	75	156074325	PRJNA635600	SAMN15044585	53571088	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8413846	GSM4572929	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:44:00Z	1	GSM4572929	Single HEK293T cell	SRP265084	
SRR11863836	RNA-Seq	75	206643450	PRJNA635600	SAMN15044581	74751863	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8413847	GSM4572930	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:44:00Z	1	GSM4572930	Single HEK293T cell	SRP265084	
SRR11863837	RNA-Seq	75	200989425	PRJNA635600	SAMN15044626	72427725	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8413848	GSM4572931	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:44:00Z	1	GSM4572931	Single HEK293T cell	SRP265084	
SRR11863838	RNA-Seq	75	206706300	PRJNA635600	SAMN15044625	68124950	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8413849	GSM4572932	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:44:00Z	1	GSM4572932	Single HEK293T cell	SRP265084	
SRR11863839	RNA-Seq	75	122402025	PRJNA635600	SAMN15044624	43957759	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8413850	GSM4572933	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:43:00Z	1	GSM4572933	Single HEK293T cell	SRP265084	
SRR11863840	RNA-Seq	75	341915025	PRJNA635600	SAMN15044584	120466261	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414357	GSM4572934	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:44:00Z	1	GSM4572934	Single HEK293T cell	SRP265084	
SRR11863841	RNA-Seq	75	13866450	PRJNA635600	SAMN15044583	4608032	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414358	GSM4572935	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:43:00Z	1	GSM4572935	Single HEK293T cell	SRP265084	
SRR11863842	RNA-Seq	75	167211450	PRJNA635600	SAMN15044582	60651118	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414359	GSM4572936	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:44:00Z	1	GSM4572936	Single HEK293T cell	SRP265084	
SRR11863843	RNA-Seq	75	309073650	PRJNA635600	SAMN15044623	106509754	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414360	GSM4572937	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:44:00Z	1	GSM4572937	Single HEK293T cell	SRP265084	
SRR11863844	RNA-Seq	75	372491850	PRJNA635600	SAMN15044622	124496008	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414361	GSM4572938	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:44:00Z	1	GSM4572938	Single HEK293T cell	SRP265084	
SRR11863845	RNA-Seq	75	447414375	PRJNA635600	SAMN15044621	161243596	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414362	GSM4572939	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:45:00Z	1	GSM4572939	Single HEK293T cell	SRP265084	
SRR11863846	RNA-Seq	75	241028175	PRJNA635600	SAMN15044620	87509613	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414363	GSM4572940	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:44:00Z	1	GSM4572940	Single HEK293T cell	SRP265084	
SRR11863847	RNA-Seq	75	149037975	PRJNA635600	SAMN15044619	51579363	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414364	GSM4572941	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:44:00Z	1	GSM4572941	Single HEK293T cell	SRP265084	
SRR11863848	RNA-Seq	75	254650725	PRJNA635600	SAMN15044618	92771676	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414365	GSM4572942	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:44:00Z	1	GSM4572942	Single HEK293T cell	SRP265084	
SRR11863849	RNA-Seq	75	258388725	PRJNA635600	SAMN15044617	90824210	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414366	GSM4572943	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:44:00Z	1	GSM4572943	Single HEK293T cell	SRP265084	
SRR11863850	RNA-Seq	75	374332725	PRJNA635600	SAMN15044599	136917296	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414367	GSM4572944	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:45:00Z	1	GSM4572944	Single HEK293T cell	SRP265084	
SRR11863851	RNA-Seq	75	220879500	PRJNA635600	SAMN15044598	75490297	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414368	GSM4572945	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:44:00Z	1	GSM4572945	Single HEK293T cell	SRP265084	
SRR11863852	RNA-Seq	75	194997450	PRJNA635600	SAMN15044597	70209570	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414369	GSM4572946	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:44:00Z	1	GSM4572946	Single HEK293T cell	SRP265084	
SRR11863853	RNA-Seq	75	380891475	PRJNA635600	SAMN15044596	137222490	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414370	GSM4572947	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:45:00Z	1	GSM4572947	Single HEK293T cell	SRP265084	
SRR11863854	RNA-Seq	75	276009225	PRJNA635600	SAMN15044595	100278024	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414371	GSM4572948	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:44:00Z	1	GSM4572948	Single HEK293T cell	SRP265084	
SRR11863855	RNA-Seq	75	111415725	PRJNA635600	SAMN15044594	39075400	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414372	GSM4572949	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:44:00Z	1	GSM4572949	Single HEK293T cell	SRP265084	
SRR11863856	RNA-Seq	75	119294550	PRJNA635600	SAMN15044651	42802873	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414929	GSM4572950	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:44:00Z	1	GSM4572950	Single HEK293T cell	SRP265084	
SRR11863857	RNA-Seq	75	203145825	PRJNA635600	SAMN15044706	70741389	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414930	GSM4572951	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:44:00Z	1	GSM4572951	Single HEK293T cell	SRP265084	
SRR11863858	RNA-Seq	75	151163700	PRJNA635600	SAMN15044705	54026978	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414931	GSM4572952	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:44:00Z	1	GSM4572952	Single HEK293T cell	SRP265084	
SRR11863859	RNA-Seq	75	329291475	PRJNA635600	SAMN15044704	120237989	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414932	GSM4572953	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:44:00Z	1	GSM4572953	Single HEK293T cell	SRP265084	
SRR11863860	RNA-Seq	75	363886575	PRJNA635600	SAMN15044703	131784420	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414933	GSM4572954	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:44:00Z	1	GSM4572954	Single HEK293T cell	SRP265084	
SRR11863861	RNA-Seq	75	140412525	PRJNA635600	SAMN15044702	47595175	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414934	GSM4572955	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:44:00Z	1	GSM4572955	Single HEK293T cell	SRP265084	
