Accession	Title	Sample Type	Taxonomy	Channels	Platform	Series	Supplementary Types	Supplementary Links	SRA Accession	Contact	Release Date	SRR Accession
GSM4572786	Sample 219_Single Dermal Fibroblast	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414781	SRX8414781	Alina Isakova	1-Jun-20	SRR11863692
GSM4572787	Sample 220_Single Dermal Fibroblast	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414782	SRX8414782	Alina Isakova	1-Jun-20	SRR11863693
GSM4572788	Sample 221_Single Dermal Fibroblast	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414783	SRX8414783	Alina Isakova	1-Jun-20	SRR11863694
GSM4572789	Sample 222_Single Dermal Fibroblast	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414784	SRX8414784	Alina Isakova	1-Jun-20	SRR11863695
GSM4572790	Sample 223_Single Dermal Fibroblast	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415297	SRX8415297	Alina Isakova	1-Jun-20	SRR11863696
GSM4572791	Sample 224_Single Dermal Fibroblast	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415298	SRX8415298	Alina Isakova	1-Jun-20	SRR11863697
GSM4572792	Sample 225_Single Dermal Fibroblast	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415299	SRX8415299	Alina Isakova	1-Jun-20	SRR11863698
GSM4572793	Sample 226_Single Dermal Fibroblast	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415300	SRX8415300	Alina Isakova	1-Jun-20	SRR11863699
GSM4572794	Sample 227_Single Dermal Fibroblast	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415301	SRX8415301	Alina Isakova	1-Jun-20	SRR11863700
GSM4572795	Sample 228_Single Dermal Fibroblast	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415302	SRX8415302	Alina Isakova	1-Jun-20	SRR11863701
GSM4572796	Sample 229_Single Dermal Fibroblast	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415303	SRX8415303	Alina Isakova	1-Jun-20	SRR11863702
GSM4572797	Sample 230_Single Dermal Fibroblast	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415304	SRX8415304	Alina Isakova	1-Jun-20	SRR11863703
GSM4572798	Sample 231_Single Dermal Fibroblast	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415305	SRX8415305	Alina Isakova	1-Jun-20	SRR11863704
GSM4572799	Sample 232_Single Dermal Fibroblast	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415306	SRX8415306	Alina Isakova	1-Jun-20	SRR11863705
GSM4572800	Sample 233_Single Dermal Fibroblast	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415307	SRX8415307	Alina Isakova	1-Jun-20	SRR11863706
GSM4572801	Sample 234_Single Dermal Fibroblast	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415308	SRX8415308	Alina Isakova	1-Jun-20	SRR11863707
GSM4572802	Sample 235_Single Dermal Fibroblast	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415309	SRX8415309	Alina Isakova	1-Jun-20	SRR11863708
GSM4572803	Sample 236_Single Dermal Fibroblast	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415310	SRX8415310	Alina Isakova	1-Jun-20	SRR11863709
GSM4572804	Sample 237_Single Dermal Fibroblast	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415311	SRX8415311	Alina Isakova	1-Jun-20	SRR11863710
GSM4572805	Sample 238_Single Dermal Fibroblast	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415312	SRX8415312	Alina Isakova	1-Jun-20	SRR11863711
GSM4572806	Sample 239_Single Dermal Fibroblast	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415697	SRX8415697	Alina Isakova	1-Jun-20	SRR11863712
GSM4572807	Sample 240_Single Dermal Fibroblast	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415698	SRX8415698	Alina Isakova	1-Jun-20	SRR11863713
GSM4572808	Sample 241_Single Dermal Fibroblast	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415699	SRX8415699	Alina Isakova	1-Jun-20	SRR11863714
GSM4572809	Sample 242_Single Dermal Fibroblast	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415700	SRX8415700	Alina Isakova	1-Jun-20	SRR11863715
GSM4572810	Sample 243_Single Dermal Fibroblast	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415701	SRX8415701	Alina Isakova	1-Jun-20	SRR11863716
GSM4572811	Sample 244_Single Dermal Fibroblast	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415702	SRX8415702	Alina Isakova	1-Jun-20	SRR11863717
GSM4572812	Sample 245_Single Dermal Fibroblast	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415703	SRX8415703	Alina Isakova	1-Jun-20	SRR11863718
GSM4572813	Sample 246_Single Dermal Fibroblast	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415704	SRX8415704	Alina Isakova	1-Jun-20	SRR11863719
GSM4572814	Sample 247_Single Dermal Fibroblast	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415705	SRX8415705	Alina Isakova	1-Jun-20	SRR11863720
GSM4572815	Sample 248_Single Dermal Fibroblast	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415706	SRX8415706	Alina Isakova	1-Jun-20	SRR11863721
GSM4572816	Sample 249_Single Dermal Fibroblast	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415707	SRX8415707	Alina Isakova	1-Jun-20	SRR11863722
GSM4572817	Sample 250_Single Dermal Fibroblast	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415708	SRX8415708	Alina Isakova	1-Jun-20	SRR11863723
GSM4572818	Sample 251_Single Dermal Fibroblast	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415709	SRX8415709	Alina Isakova	1-Jun-20	SRR11863724
GSM4572819	Sample 252_Single Dermal Fibroblast	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415710	SRX8415710	Alina Isakova	1-Jun-20	SRR11863725
GSM4572820	Sample 253_Single Dermal Fibroblast	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415711	SRX8415711	Alina Isakova	1-Jun-20	SRR11863726
GSM4572821	Sample 254_Single Dermal Fibroblast	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415712	SRX8415712	Alina Isakova	1-Jun-20	SRR11863727
GSM4572822	Sample 255_Single Dermal Fibroblast	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8416161	SRX8416161	Alina Isakova	1-Jun-20	SRR11863728
GSM4572823	Sample 256_Single Dermal Fibroblast	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8416162	SRX8416162	Alina Isakova	1-Jun-20	SRR11863729
GSM4572824	Sample 257_Single Dermal Fibroblast	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8416163	SRX8416163	Alina Isakova	1-Jun-20	SRR11863730
GSM4572825	Sample 258_Single Dermal Fibroblast	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8416164	SRX8416164	Alina Isakova	1-Jun-20	SRR11863731
GSM4572826	Sample 259_Single Dermal Fibroblast	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8416165	SRX8416165	Alina Isakova	1-Jun-20	SRR11863732
GSM4572827	Sample 260_Single Dermal Fibroblast	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8416166	SRX8416166	Alina Isakova	1-Jun-20	SRR11863733
GSM4572828	Sample 261_Single Dermal Fibroblast	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8416167	SRX8416167	Alina Isakova	1-Jun-20	SRR11863734
GSM4572829	Sample 262_Single Dermal Fibroblast	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8416168	SRX8416168	Alina Isakova	1-Jun-20	SRR11863735
GSM4572830	Sample 263_Single Dermal Fibroblast	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8416169	SRX8416169	Alina Isakova	1-Jun-20	SRR11863736
GSM4572831	Sample 264_Single Dermal Fibroblast	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8416170	SRX8416170	Alina Isakova	1-Jun-20	SRR11863737
GSM4572832	Sample 265_Single Dermal Fibroblast	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8416171	SRX8416171	Alina Isakova	1-Jun-20	SRR11863738
GSM4572833	Sample 266_Single Dermal Fibroblast	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8416172	SRX8416172	Alina Isakova	1-Jun-20	SRR11863739
GSM4572834	Sample 267_Single Dermal Fibroblast	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8416173	SRX8416173	Alina Isakova	1-Jun-20	SRR11863740
GSM4572835	Sample 268_Single Dermal Fibroblast	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8416174	SRX8416174	Alina Isakova	1-Jun-20	SRR11863741
GSM4572836	Sample 269_Single Dermal Fibroblast	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8416175	SRX8416175	Alina Isakova	1-Jun-20	SRR11863742
GSM4572837	Sample 270_Single Dermal Fibroblast	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8416176	SRX8416176	Alina Isakova	1-Jun-20	SRR11863743
GSM4572838	Sample 271_Single Dermal Fibroblast	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414001	SRX8414001	Alina Isakova	1-Jun-20	SRR11863744
GSM4572839	Sample 272_Single Dermal Fibroblast	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414002	SRX8414002	Alina Isakova	1-Jun-20	SRR11863745
GSM4572840	Sample 273_Single Dermal Fibroblast	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414003	SRX8414003	Alina Isakova	1-Jun-20	SRR11863746
GSM4572841	Sample 274_Single Dermal Fibroblast	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414004	SRX8414004	Alina Isakova	1-Jun-20	SRR11863747
GSM4572842	Sample 275_Single Dermal Fibroblast	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414005	SRX8414005	Alina Isakova	1-Jun-20	SRR11863748
GSM4572843	Sample 276_Single Dermal Fibroblast	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414006	SRX8414006	Alina Isakova	1-Jun-20	SRR11863749
GSM4572844	Sample 277_Single Dermal Fibroblast	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414007	SRX8414007	Alina Isakova	1-Jun-20	SRR11863750
GSM4572845	Sample 278_Single Dermal Fibroblast	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414008	SRX8414008	Alina Isakova	1-Jun-20	SRR11863751
GSM4572846	Sample 279_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414009	SRX8414009	Alina Isakova	1-Jun-20	SRR11863752
GSM4572847	Sample 280_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414010	SRX8414010	Alina Isakova	1-Jun-20	SRR11863753
GSM4572848	Sample 281_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414011	SRX8414011	Alina Isakova	1-Jun-20	SRR11863754
GSM4572849	Sample 282_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414012	SRX8414012	Alina Isakova	1-Jun-20	SRR11863755
GSM4572850	Sample 283_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414013	SRX8414013	Alina Isakova	1-Jun-20	SRR11863756
GSM4572851	Sample 284_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414014	SRX8414014	Alina Isakova	1-Jun-20	SRR11863757
GSM4572852	Sample 285_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414015	SRX8414015	Alina Isakova	1-Jun-20	SRR11863758
GSM4572853	Sample 286_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414016	SRX8414016	Alina Isakova	1-Jun-20	SRR11863759
GSM4572854	Sample 287_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414341	SRX8414341	Alina Isakova	1-Jun-20	SRR11863760
GSM4572855	Sample 288_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414342	SRX8414342	Alina Isakova	1-Jun-20	SRR11863761
GSM4572856	Sample 289_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414343	SRX8414343	Alina Isakova	1-Jun-20	SRR11863762
GSM4572857	Sample 290_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414344	SRX8414344	Alina Isakova	1-Jun-20	SRR11863763
GSM4572858	Sample 291_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414345	SRX8414345	Alina Isakova	1-Jun-20	SRR11863764
GSM4572859	Sample 292_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414346	SRX8414346	Alina Isakova	1-Jun-20	SRR11863765
GSM4572860	Sample 293_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414347	SRX8414347	Alina Isakova	1-Jun-20	SRR11863766
GSM4572861	Sample 294_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414348	SRX8414348	Alina Isakova	1-Jun-20	SRR11863767
GSM4572862	Sample 295_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414349	SRX8414349	Alina Isakova	1-Jun-20	SRR11863768
GSM4572863	Sample 296_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414350	SRX8414350	Alina Isakova	1-Jun-20	SRR11863769
GSM4572864	Sample 297_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414351	SRX8414351	Alina Isakova	1-Jun-20	SRR11863770
GSM4572865	Sample 298_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414352	SRX8414352	Alina Isakova	1-Jun-20	SRR11863771
GSM4572866	Sample 299_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414353	SRX8414353	Alina Isakova	1-Jun-20	SRR11863772
GSM4572867	Sample 300_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414354	SRX8414354	Alina Isakova	1-Jun-20	SRR11863773
GSM4572868	Sample 301_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414355	SRX8414355	Alina Isakova	1-Jun-20	SRR11863774
GSM4572869	Sample 302_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414356	SRX8414356	Alina Isakova	1-Jun-20	SRR11863775
GSM4572870	Sample 303_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414785	SRX8414785	Alina Isakova	1-Jun-20	SRR11863776
GSM4572871	Sample 304_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414786	SRX8414786	Alina Isakova	1-Jun-20	SRR11863777
GSM4572872	Sample 305_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414787	SRX8414787	Alina Isakova	1-Jun-20	SRR11863778
GSM4572873	Sample 306_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414788	SRX8414788	Alina Isakova	1-Jun-20	SRR11863779
GSM4572874	Sample 307_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414789	SRX8414789	Alina Isakova	1-Jun-20	SRR11863780
GSM4572875	Sample 308_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414790	SRX8414790	Alina Isakova	1-Jun-20	SRR11863781
GSM4572876	Sample 309_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414791	SRX8414791	Alina Isakova	1-Jun-20	SRR11863782
GSM4572877	Sample 310_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414792	SRX8414792	Alina Isakova	1-Jun-20	SRR11863783
GSM4572878	Sample 311_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414793	SRX8414793	Alina Isakova	1-Jun-20	SRR11863784
GSM4572879	Sample 312_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414794	SRX8414794	Alina Isakova	1-Jun-20	SRR11863785
GSM4572880	Sample 313_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414795	SRX8414795	Alina Isakova	1-Jun-20	SRR11863786
GSM4572881	Sample 314_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414796	SRX8414796	Alina Isakova	1-Jun-20	SRR11863787
GSM4572882	Sample 315_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414797	SRX8414797	Alina Isakova	1-Jun-20	SRR11863788
GSM4572883	Sample 316_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414798	SRX8414798	Alina Isakova	1-Jun-20	SRR11863789
GSM4572884	Sample 317_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414799	SRX8414799	Alina Isakova	1-Jun-20	SRR11863790
GSM4572885	Sample 318_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414800	SRX8414800	Alina Isakova	1-Jun-20	SRR11863791
GSM4572886	Sample 319_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415313	SRX8415313	Alina Isakova	1-Jun-20	SRR11863792
GSM4572887	Sample 320_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415314	SRX8415314	Alina Isakova	1-Jun-20	SRR11863793
GSM4572888	Sample 321_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415315	SRX8415315	Alina Isakova	1-Jun-20	SRR11863794
GSM4572889	Sample 322_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415316	SRX8415316	Alina Isakova	1-Jun-20	SRR11863795
GSM4572890	Sample 323_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415317	SRX8415317	Alina Isakova	1-Jun-20	SRR11863796
GSM4572891	Sample 324_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415318	SRX8415318	Alina Isakova	1-Jun-20	SRR11863797
GSM4572892	Sample 325_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415319	SRX8415319	Alina Isakova	1-Jun-20	SRR11863798
GSM4572893	Sample 326_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415320	SRX8415320	Alina Isakova	1-Jun-20	SRR11863799
GSM4572894	Sample 327_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415321	SRX8415321	Alina Isakova	1-Jun-20	SRR11863800
GSM4572895	Sample 328_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415322	SRX8415322	Alina Isakova	1-Jun-20	SRR11863801
